"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_miles","duration_seconds","rpe"
"legs 2","20 Jul 2022, 11:05","20 Jul 2022, 11:52","","Hack Squat",,"",2,"normal",131.54,10,,,
"legs 2","20 Jul 2022, 11:05","20 Jul 2022, 11:52","","Hip Thrust (Barbell)",,"",0,"normal",122.47,12,,,
"legs 2","20 Jul 2022, 11:05","20 Jul 2022, 11:52","","Hip Thrust (Barbell)",,"",1,"normal",145.15,12,,,
"legs 2","20 Jul 2022, 11:05","20 Jul 2022, 11:52","","Hip Thrust (Barbell)",,"",2,"normal",145.15,8,,,
"legs 2","20 Jul 2022, 11:05","20 Jul 2022, 11:52","","Seated Leg Curl (Machine)",,"",0,"normal",72.57,12,,,
"legs 2","20 Jul 2022, 11:05","20 Jul 2022, 11:52","","Seated Leg Curl (Machine)",,"",1,"normal",72.57,12,,,
"legs 2","20 Jul 2022, 11:05","20 Jul 2022, 11:52","","Seated Leg Curl (Machine)",,"",2,"normal",72.57,12,,,
"legs 2","20 Jul 2022, 11:05","20 Jul 2022, 11:52","","Back Extension (Weighted Hyperextension)",,"",0,"normal",11.34,12,,,
"legs 2","20 Jul 2022, 11:05","20 Jul 2022, 11:52","","Back Extension (Weighted Hyperextension)",,"",1,"normal",11.34,12,,,
"legs 2","20 Jul 2022, 11:05","20 Jul 2022, 11:52","","Back Extension (Weighted Hyperextension)",,"",2,"normal",11.34,12,,,
"legs 2","20 Jul 2022, 11:05","20 Jul 2022, 11:52","","Seated Calf Raise",,"",0,"normal",90.72,12,,,
"legs 2","20 Jul 2022, 11:05","20 Jul 2022, 11:52","","Seated Calf Raise",,"",1,"normal",90.72,11,,,
"legs 2","20 Jul 2022, 11:05","20 Jul 2022, 11:52","","Seated Calf Raise",,"",2,"normal",90.72,11,,,
"Forearms","19 Jul 2022, 11:58","19 Jul 2022, 12:09","","Seated Palms Up Wrist Curl",,"",0,"normal",18.14,15,,,
"Forearms","19 Jul 2022, 11:58","19 Jul 2022, 12:09","","Seated Palms Up Wrist Curl",,"",1,"normal",18.14,15,,,
"Forearms","19 Jul 2022, 11:58","19 Jul 2022, 12:09","","Seated Palms Up Wrist Curl",,"",2,"normal",18.14,15,,,
"Forearms","19 Jul 2022, 11:58","19 Jul 2022, 12:09","","Seated Wrist Extension (Barbell)",,"",0,"normal",13.61,15,,,
"pull 2","19 Jul 2022, 11:04","19 Jul 2022, 11:57","","Lat Pulldown (Cable)",,"",0,"normal",68.04,8,,,
"pull 2","19 Jul 2022, 11:04","19 Jul 2022, 11:57","","Lat Pulldown (Cable)",,"",1,"normal",72.57,8,,,
"pull 2","19 Jul 2022, 11:04","19 Jul 2022, 11:57","","Lat Pulldown (Cable)",,"",2,"normal",72.57,8,,,
"pull 2","19 Jul 2022, 11:04","19 Jul 2022, 11:57","","Iso-Lateral High Row (Machine)",,"",0,"normal",91.63,12,,,
"pull 2","19 Jul 2022, 11:04","19 Jul 2022, 11:57","","Iso-Lateral High Row (Machine)",,"",1,"normal",91.63,11,,,
"pull 2","19 Jul 2022, 11:04","19 Jul 2022, 11:57","","Iso-Lateral High Row (Machine)",,"",2,"normal",91.63,12,,,
"pull 2","19 Jul 2022, 11:04","19 Jul 2022, 11:57","","Face Pull",,"",0,"normal",22.68,12,,,
"pull 2","19 Jul 2022, 11:04","19 Jul 2022, 11:57","","Face Pull",,"",1,"normal",22.68,15,,,
"pull 2","19 Jul 2022, 11:04","19 Jul 2022, 11:57","","Face Pull",,"",2,"normal",22.68,15,,,
"pull 2","19 Jul 2022, 11:04","19 Jul 2022, 11:57","","Shrug (Dumbbell)",,"",0,"normal",102.06,20,,,
"pull 2","19 Jul 2022, 11:04","19 Jul 2022, 11:57","","Shrug (Dumbbell)",,"",1,"normal",102.06,17,,,
"pull 2","19 Jul 2022, 11:04","19 Jul 2022, 11:57","","Shrug (Dumbbell)",,"",2,"normal",102.06,17,,,
"pull 2","19 Jul 2022, 11:04","19 Jul 2022, 11:57","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",27.22,19,,,
"pull 2","19 Jul 2022, 11:04","19 Jul 2022, 11:57","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",27.22,17,,,
"pull 2","19 Jul 2022, 11:04","19 Jul 2022, 11:57","","Preacher Curl (Machine)",,"",0,"normal",29.03,12,,,
"pull 2","19 Jul 2022, 11:04","19 Jul 2022, 11:57","","Preacher Curl (Machine)",,"",1,"normal",29.03,12,,,
"pull 2","19 Jul 2022, 11:04","19 Jul 2022, 11:57","","Preacher Curl (Machine)",,"",2,"normal",29.03,12,,,
"push 2","18 Jul 2022, 13:01","18 Jul 2022, 13:38","","Overhead Press (Barbell)",,"",0,"normal",52.16,4,,,
"push 2","18 Jul 2022, 13:01","18 Jul 2022, 13:38","","Overhead Press (Barbell)",,"",1,"normal",52.16,4,,,
"push 2","18 Jul 2022, 13:01","18 Jul 2022, 13:38","","Overhead Press (Barbell)",,"",2,"normal",52.16,4,,,
"push 2","18 Jul 2022, 13:01","18 Jul 2022, 13:38","","Overhead Press (Barbell)",,"",3,"normal",52.16,4,,,
"push 2","18 Jul 2022, 13:01","18 Jul 2022, 13:38","","Bench Press - Close Grip (Barbell)",,"",0,"normal",68.04,8,,,
"push 2","18 Jul 2022, 13:01","18 Jul 2022, 13:38","","Bench Press - Close Grip (Barbell)",,"",1,"normal",68.04,8,,,
"push 2","18 Jul 2022, 13:01","18 Jul 2022, 13:38","","Bench Press - Close Grip (Barbell)",,"",2,"normal",68.04,6,,,
"push 2","18 Jul 2022, 13:01","18 Jul 2022, 13:38","","Triceps Extension (Cable)",,"",0,"normal",13.61,12,,,
"push 2","18 Jul 2022, 13:01","18 Jul 2022, 13:38","","Triceps Extension (Cable)",,"",1,"normal",13.61,11,,,
"push 2","18 Jul 2022, 13:01","18 Jul 2022, 13:38","","Triceps Extension (Cable)",,"",2,"normal",13.61,8,,,
"push 2","18 Jul 2022, 13:01","18 Jul 2022, 13:38","","Lateral Raise (Dumbbell)",,"",0,"normal",13.61,21,,,
"push 2","18 Jul 2022, 13:01","18 Jul 2022, 13:38","","Lateral Raise (Dumbbell)",,"",1,"normal",13.61,21,,,
"push 2","18 Jul 2022, 13:01","18 Jul 2022, 13:38","","Lateral Raise (Dumbbell)",,"",2,"normal",13.61,21,,,
"push 2","18 Jul 2022, 13:01","18 Jul 2022, 13:38","","Butterfly (Pec Deck)",,"",0,"normal",36.29,12,,,
"push 2","18 Jul 2022, 13:01","18 Jul 2022, 13:38","","Butterfly (Pec Deck)",,"",1,"normal",40.82,12,,,
"push 2","18 Jul 2022, 13:01","18 Jul 2022, 13:38","","Butterfly (Pec Deck)",,"",2,"normal",40.82,13,,,
"push 2","18 Jul 2022, 13:01","18 Jul 2022, 13:38","","Butterfly (Pec Deck)",,"",3,"failure",20.41,13,,,
"legs 1 and 2","17 Jul 2022, 16:57","17 Jul 2022, 17:52","","Squat (Barbell)",,"",0,"warmup",20.41,10,,,
"legs 1 and 2","17 Jul 2022, 16:57","17 Jul 2022, 17:52","","Squat (Barbell)",,"",1,"warmup",43.09,5,,,
"legs 1 and 2","17 Jul 2022, 16:57","17 Jul 2022, 17:52","","Squat (Barbell)",,"",2,"warmup",61.24,4,,,
"legs 1 and 2","17 Jul 2022, 16:57","17 Jul 2022, 17:52","","Squat (Barbell)",,"",3,"warmup",83.91,3,,,
"legs 1 and 2","17 Jul 2022, 16:57","17 Jul 2022, 17:52","","Squat (Barbell)",,"",4,"warmup",61.24,2,,,
"legs 1 and 2","17 Jul 2022, 16:57","17 Jul 2022, 17:52","","Squat (Barbell)",,"",5,"normal",102.06,4,,,
"legs 1 and 2","17 Jul 2022, 16:57","17 Jul 2022, 17:52","","Squat (Barbell)",,"",6,"normal",102.06,4,,,
"legs 1 and 2","17 Jul 2022, 16:57","17 Jul 2022, 17:52","","Squat (Barbell)",,"",7,"normal",102.06,4,,,
"legs 1 and 2","17 Jul 2022, 16:57","17 Jul 2022, 17:52","","Squat (Barbell)",,"",8,"normal",102.06,4,,,
"legs 1 and 2","17 Jul 2022, 16:57","17 Jul 2022, 17:52","","Romanian Deadlift (Barbell)",,"",0,"normal",83.91,9,,,
"legs 1 and 2","17 Jul 2022, 16:57","17 Jul 2022, 17:52","","Romanian Deadlift (Barbell)",,"",1,"normal",83.91,8,,,
"legs 1 and 2","17 Jul 2022, 16:57","17 Jul 2022, 17:52","","Romanian Deadlift (Barbell)",,"",2,"normal",83.91,8,,,
"legs 1 and 2","17 Jul 2022, 16:57","17 Jul 2022, 17:52","","Leg Extension (Machine)",,"",0,"normal",63.5,12,,,
"legs 1 and 2","17 Jul 2022, 16:57","17 Jul 2022, 17:52","","Leg Extension (Machine)",,"",1,"normal",65.77,10,,,
"legs 1 and 2","17 Jul 2022, 16:57","17 Jul 2022, 17:52","","Leg Extension (Machine)",,"",2,"normal",65.77,10,,,
"legs 1 and 2","17 Jul 2022, 16:57","17 Jul 2022, 17:52","","Leg Extension (Machine)",,"",3,"normal",65.77,9,,,
"legs 1 and 2","17 Jul 2022, 16:57","17 Jul 2022, 17:52","","Leg Extension (Machine)",,"",4,"dropset",47.63,6,,,
"legs 1 and 2","17 Jul 2022, 16:57","17 Jul 2022, 17:52","","Leg Extension (Machine)",,"",5,"dropset",29.48,6,,,
"legs 1 and 2","17 Jul 2022, 16:57","17 Jul 2022, 17:52","","Leg Extension (Machine)",,"",6,"dropset",20.41,10,,,
"legs 1 and 2","17 Jul 2022, 16:57","17 Jul 2022, 17:52","","Standing Leg Curls",,"",0,"normal",13.61,12,,,
"legs 1 and 2","17 Jul 2022, 16:57","17 Jul 2022, 17:52","","Standing Leg Curls",,"",1,"normal",15.88,8,,,
"legs 1 and 2","17 Jul 2022, 16:57","17 Jul 2022, 17:52","","Standing Leg Curls",,"",2,"normal",15.88,8,,,
"legs 1 and 2","17 Jul 2022, 16:57","17 Jul 2022, 17:52","","Standing Leg Curls",,"",3,"normal",15.88,8,,,
"legs 1 and 2","17 Jul 2022, 16:57","17 Jul 2022, 17:52","","Standing Calf Raise (Machine)",,"",0,"normal",77.11,15,,,
"legs 1 and 2","17 Jul 2022, 16:57","17 Jul 2022, 17:52","","Standing Calf Raise (Machine)",,"",1,"normal",77.11,15,,,
"legs 1 and 2","17 Jul 2022, 16:57","17 Jul 2022, 17:52","","Standing Calf Raise (Machine)",,"",2,"normal",77.11,15,,,
"pull 1","16 Jul 2022, 15:46","16 Jul 2022, 16:19","","Lat Pulldown (Machine)",,"",0,"normal",111.13,6,,,
"pull 1","16 Jul 2022, 15:46","16 Jul 2022, 16:19","","Lat Pulldown (Machine)",,"",1,"normal",111.13,6,,,
"pull 1","16 Jul 2022, 15:46","16 Jul 2022, 16:19","","Lat Pulldown (Machine)",,"",2,"normal",111.13,6,,,
"pull 1","16 Jul 2022, 15:46","16 Jul 2022, 16:19","","Seated Cable Row - Bar Grip",,"",0,"normal",54.43,10,,,
"pull 1","16 Jul 2022, 15:46","16 Jul 2022, 16:19","","Seated Cable Row - Bar Grip",,"",1,"normal",54.43,10,,,
"pull 1","16 Jul 2022, 15:46","16 Jul 2022, 16:19","","Seated Cable Row - Bar Grip",,"",2,"normal",54.43,10,,,
"pull 1","16 Jul 2022, 15:46","16 Jul 2022, 16:19","","Rope Straight Arm Pulldown",,"",0,"normal",26.08,12,,,
"pull 1","16 Jul 2022, 15:46","16 Jul 2022, 16:19","","Rope Straight Arm Pulldown",,"",1,"normal",29.48,11,,,
"pull 1","16 Jul 2022, 15:46","16 Jul 2022, 16:19","","Rope Straight Arm Pulldown",,"",2,"normal",29.48,11,,,
"pull 1","16 Jul 2022, 15:46","16 Jul 2022, 16:19","","Hammer Curl (Cable)",,"",0,"normal",15.88,12,,,
"pull 1","16 Jul 2022, 15:46","16 Jul 2022, 16:19","","Hammer Curl (Cable)",,"",1,"normal",18.14,12,,,
"pull 1","16 Jul 2022, 15:46","16 Jul 2022, 16:19","","Hammer Curl (Cable)",,"",2,"normal",19.14,11,,,
"pull 1","16 Jul 2022, 15:46","16 Jul 2022, 16:19","","Seated Incline Curl (Dumbbell)",,"",0,"normal",22.68,9,,,
"pull 1","16 Jul 2022, 15:46","16 Jul 2022, 16:19","","Seated Incline Curl (Dumbbell)",,"",1,"normal",22.68,9,,,
"pull 1","16 Jul 2022, 15:46","16 Jul 2022, 16:19","","Seated Incline Curl (Dumbbell)",,"",2,"normal",22.68,7,,,
"push 1","15 Jul 2022, 11:00","15 Jul 2022, 11:55","","Bench Press (Barbell)",,"",0,"normal",70.31,8,,,
"push 1","15 Jul 2022, 11:00","15 Jul 2022, 11:55","","Bench Press (Barbell)",,"",1,"normal",70.31,8,,,
"push 1","15 Jul 2022, 11:00","15 Jul 2022, 11:55","","Bench Press (Barbell)",,"",2,"normal",70.31,8,,,
"push 1","15 Jul 2022, 11:00","15 Jul 2022, 11:55","","Bench Press (Barbell)",,"",3,"normal",70.31,8,,,
"push 1","15 Jul 2022, 11:00","15 Jul 2022, 11:55","","Bench Press (Barbell)",,"",4,"normal",70.31,8,,,
"push 1","15 Jul 2022, 11:00","15 Jul 2022, 11:55","","Seated Shoulder Press (Machine)",,"",0,"normal",58.97,12,,,
"push 1","15 Jul 2022, 11:00","15 Jul 2022, 11:55","","Seated Shoulder Press (Machine)",,"",1,"normal",58.97,11,,,
"push 1","15 Jul 2022, 11:00","15 Jul 2022, 11:55","","Seated Shoulder Press (Machine)",,"",2,"normal",58.97,9,,,
"push 1","15 Jul 2022, 11:00","15 Jul 2022, 11:55","","Skullcrusher (Barbell)",,"",0,"normal",22.68,12,,,
"push 1","15 Jul 2022, 11:00","15 Jul 2022, 11:55","","Skullcrusher (Barbell)",,"",1,"normal",22.68,12,,,
"push 1","15 Jul 2022, 11:00","15 Jul 2022, 11:55","","Skullcrusher (Barbell)",,"",2,"normal",22.68,10,,,
"push 1","15 Jul 2022, 11:00","15 Jul 2022, 11:55","","Seated Dip Machine",,"",0,"normal",65.32,11,,,
"push 1","15 Jul 2022, 11:00","15 Jul 2022, 11:55","","Seated Dip Machine",,"",1,"normal",65.32,8,,,
"push 1","15 Jul 2022, 11:00","15 Jul 2022, 11:55","","Seated Dip Machine",,"",2,"normal",56.25,11,,,
"push 1","15 Jul 2022, 11:00","15 Jul 2022, 11:55","","Lateral Raise (Cable)",,"",0,"normal",11.34,12,,,
"push 1","15 Jul 2022, 11:00","15 Jul 2022, 11:55","","Lateral Raise (Cable)",,"",1,"normal",11.34,12,,,
"push 1","15 Jul 2022, 11:00","15 Jul 2022, 11:55","","Lateral Raise (Cable)",,"",2,"normal",11.34,12,,,
"push 1","15 Jul 2022, 11:00","15 Jul 2022, 11:55","","Lateral Raise (Cable)",,"",3,"normal",11.34,10,,,
"push 1","15 Jul 2022, 11:00","15 Jul 2022, 11:55","","Triceps Kickback (Dumbbell)",,"",0,"normal",11.34,15,,,
"push 1","15 Jul 2022, 11:00","15 Jul 2022, 11:55","","Triceps Kickback (Dumbbell)",,"",1,"normal",13.61,12,,,
"push 1","15 Jul 2022, 11:00","15 Jul 2022, 11:55","","Triceps Kickback (Dumbbell)",,"",2,"normal",13.61,12,,,
"legs 2","13 Jul 2022, 12:01","13 Jul 2022, 12:51","","Deadlift (Barbell)",,"",0,"normal",115.67,3,,,
"legs 2","13 Jul 2022, 12:01","13 Jul 2022, 12:51","","Deadlift (Barbell)",,"",1,"normal",115.67,3,,,
"legs 2","13 Jul 2022, 12:01","13 Jul 2022, 12:51","","Deadlift (Barbell)",,"",2,"normal",115.67,3,,,
"legs 2","13 Jul 2022, 12:01","13 Jul 2022, 12:51","","Hack Squat",,"",0,"normal",131.54,9,,,
"legs 2","13 Jul 2022, 12:01","13 Jul 2022, 12:51","","Hack Squat",,"",1,"normal",131.54,10,,,
"legs 2","13 Jul 2022, 12:01","13 Jul 2022, 12:51","","Hack Squat",,"",2,"normal",131.54,11,,,
"legs 2","13 Jul 2022, 12:01","13 Jul 2022, 12:51","","Hip Thrust (Barbell)",,"",0,"normal",104.33,12,,,
"legs 2","13 Jul 2022, 12:01","13 Jul 2022, 12:51","","Hip Thrust (Barbell)",,"",1,"normal",122.47,12,,,
"legs 2","13 Jul 2022, 12:01","13 Jul 2022, 12:51","","Hip Thrust (Barbell)",,"",2,"normal",122.47,12,,,
"legs 2","13 Jul 2022, 12:01","13 Jul 2022, 12:51","","Seated Leg Curl (Machine)",,"",0,"normal",72.57,12,,,
"legs 2","13 Jul 2022, 12:01","13 Jul 2022, 12:51","","Seated Leg Curl (Machine)",,"",1,"normal",72.57,12,,,
"legs 2","13 Jul 2022, 12:01","13 Jul 2022, 12:51","","Seated Leg Curl (Machine)",,"",2,"normal",72.57,12,,,
"legs 2","13 Jul 2022, 12:01","13 Jul 2022, 12:51","","Back Extension (Weighted Hyperextension)",,"",0,"normal",11.34,12,,,
"legs 2","13 Jul 2022, 12:01","13 Jul 2022, 12:51","","Back Extension (Weighted Hyperextension)",,"",1,"normal",11.34,12,,,
"legs 2","13 Jul 2022, 12:01","13 Jul 2022, 12:51","","Back Extension (Weighted Hyperextension)",,"",2,"normal",11.34,12,,,
"legs 2","13 Jul 2022, 12:01","13 Jul 2022, 12:51","","Seated Calf Raise",,"",0,"normal",90.72,12,,,
"legs 2","13 Jul 2022, 12:01","13 Jul 2022, 12:51","","Seated Calf Raise",,"",1,"normal",90.72,11,,,
"legs 2","13 Jul 2022, 12:01","13 Jul 2022, 12:51","","Seated Calf Raise",,"",2,"normal",90.72,11,,,
"pull 2","12 Jul 2022, 11:02","12 Jul 2022, 11:43","","Lat Pulldown (Cable)",,"",0,"normal",68.04,8,,,
"pull 2","12 Jul 2022, 11:02","12 Jul 2022, 11:43","","Lat Pulldown (Cable)",,"",1,"normal",68.04,9,,,
"pull 2","12 Jul 2022, 11:02","12 Jul 2022, 11:43","","Lat Pulldown (Cable)",,"",2,"normal",68.04,8,,,
"pull 2","12 Jul 2022, 11:02","12 Jul 2022, 11:43","","Iso-Lateral High Row (Machine)",,"",0,"normal",91.63,12,,,
"pull 2","12 Jul 2022, 11:02","12 Jul 2022, 11:43","","Iso-Lateral High Row (Machine)",,"",1,"normal",91.63,11,,,
"pull 2","12 Jul 2022, 11:02","12 Jul 2022, 11:43","","Iso-Lateral High Row (Machine)",,"",2,"normal",91.63,12,,,
"pull 2","12 Jul 2022, 11:02","12 Jul 2022, 11:43","","Face Pull",,"",0,"normal",22.68,12,,,
"pull 2","12 Jul 2022, 11:02","12 Jul 2022, 11:43","","Face Pull",,"",1,"normal",22.68,13,,,
"pull 2","12 Jul 2022, 11:02","12 Jul 2022, 11:43","","Face Pull",,"",2,"normal",22.68,12,,,
"pull 2","12 Jul 2022, 11:02","12 Jul 2022, 11:43","","Shrug (Dumbbell)",,"",0,"normal",102.06,19,,,
"pull 2","12 Jul 2022, 11:02","12 Jul 2022, 11:43","","Shrug (Dumbbell)",,"",1,"normal",102.06,15,,,
"pull 2","12 Jul 2022, 11:02","12 Jul 2022, 11:43","","Shrug (Dumbbell)",,"",2,"normal",102.06,15,,,
"pull 2","12 Jul 2022, 11:02","12 Jul 2022, 11:43","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",27.22,18,,,
"pull 2","12 Jul 2022, 11:02","12 Jul 2022, 11:43","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",27.22,15,,,
"pull 2","12 Jul 2022, 11:02","12 Jul 2022, 11:43","","Preacher Curl (Machine)",,"",0,"normal",24.95,12,,,
"pull 2","12 Jul 2022, 11:02","12 Jul 2022, 11:43","","Preacher Curl (Machine)",,"",1,"normal",27.22,12,,,
"pull 2","12 Jul 2022, 11:02","12 Jul 2022, 11:43","","Preacher Curl (Machine)",,"",2,"normal",27.22,9,,,
"push 2","11 Jul 2022, 12:19","11 Jul 2022, 13:14","","Overhead Press (Barbell)",,"",0,"normal",49.9,4,,,
"push 2","11 Jul 2022, 12:19","11 Jul 2022, 13:14","","Overhead Press (Barbell)",,"",1,"normal",52.16,4,,,
"push 2","11 Jul 2022, 12:19","11 Jul 2022, 13:14","","Overhead Press (Barbell)",,"",2,"normal",52.16,4,,,
"push 2","11 Jul 2022, 12:19","11 Jul 2022, 13:14","","Overhead Press (Barbell)",,"",3,"normal",49.9,4,,,
"push 2","11 Jul 2022, 12:19","11 Jul 2022, 13:14","","Bench Press - Close Grip (Barbell)",,"",0,"normal",65.77,8,,,
"push 2","11 Jul 2022, 12:19","11 Jul 2022, 13:14","","Bench Press - Close Grip (Barbell)",,"",1,"normal",65.77,8,,,
"push 2","11 Jul 2022, 12:19","11 Jul 2022, 13:14","","Bench Press - Close Grip (Barbell)",,"",2,"normal",65.77,8,,,
"push 2","11 Jul 2022, 12:19","11 Jul 2022, 13:14","","Triceps Extension (Cable)",,"",0,"normal",12.47,12,,,
"push 2","11 Jul 2022, 12:19","11 Jul 2022, 13:14","","Triceps Extension (Cable)",,"",1,"normal",13.61,11,,,
"push 2","11 Jul 2022, 12:19","11 Jul 2022, 13:14","","Triceps Extension (Cable)",,"",2,"normal",13.61,8,,,
"push 2","11 Jul 2022, 12:19","11 Jul 2022, 13:14","","Lateral Raise (Dumbbell)",,"",0,"normal",13.61,21,,,
"push 2","11 Jul 2022, 12:19","11 Jul 2022, 13:14","","Lateral Raise (Dumbbell)",,"",1,"normal",13.61,21,,,
"push 2","11 Jul 2022, 12:19","11 Jul 2022, 13:14","","Lateral Raise (Dumbbell)",,"",2,"normal",13.61,21,,,
"push 2","11 Jul 2022, 12:19","11 Jul 2022, 13:14","","Butterfly (Pec Deck)",,"",0,"normal",34.02,12,,,
"push 2","11 Jul 2022, 12:19","11 Jul 2022, 13:14","","Butterfly (Pec Deck)",,"",1,"normal",38.56,12,,,
"push 2","11 Jul 2022, 12:19","11 Jul 2022, 13:14","","Butterfly (Pec Deck)",,"",2,"failure",40.82,10,,,
"push 2","11 Jul 2022, 12:19","11 Jul 2022, 13:14","","Butterfly (Pec Deck)",,"",3,"dropset",20.41,12,,,
"legs 1","10 Jul 2022, 09:34","10 Jul 2022, 10:24","","Squat (Barbell)",,"",0,"warmup",20.41,10,,,
"legs 1","10 Jul 2022, 09:34","10 Jul 2022, 10:24","","Squat (Barbell)",,"",1,"warmup",43.09,5,,,
"legs 1","10 Jul 2022, 09:34","10 Jul 2022, 10:24","","Squat (Barbell)",,"",2,"warmup",61.24,4,,,
"legs 1","10 Jul 2022, 09:34","10 Jul 2022, 10:24","","Squat (Barbell)",,"",3,"warmup",83.91,3,,,
"legs 1","10 Jul 2022, 09:34","10 Jul 2022, 10:24","","Squat (Barbell)",,"",4,"warmup",61.24,2,,,
"legs 1","10 Jul 2022, 09:34","10 Jul 2022, 10:24","","Squat (Barbell)",,"",5,"normal",102.06,4,,,
"legs 1","10 Jul 2022, 09:34","10 Jul 2022, 10:24","","Squat (Barbell)",,"",6,"normal",102.06,4,,,
"legs 1","10 Jul 2022, 09:34","10 Jul 2022, 10:24","","Squat (Barbell)",,"",7,"normal",102.06,3,,,
"legs 1","10 Jul 2022, 09:34","10 Jul 2022, 10:24","","Squat (Barbell)",,"",8,"normal",102.06,3,,,
"legs 1","10 Jul 2022, 09:34","10 Jul 2022, 10:24","","Romanian Deadlift (Barbell)",,"",0,"normal",83.91,8,,,
"legs 1","10 Jul 2022, 09:34","10 Jul 2022, 10:24","","Romanian Deadlift (Barbell)",,"",1,"normal",83.91,8,,,
"legs 1","10 Jul 2022, 09:34","10 Jul 2022, 10:24","","Romanian Deadlift (Barbell)",,"",2,"normal",83.91,8,,,
"legs 1","10 Jul 2022, 09:34","10 Jul 2022, 10:24","","Leg Extension (Machine)",,"",0,"normal",63.5,11,,,
"legs 1","10 Jul 2022, 09:34","10 Jul 2022, 10:24","","Leg Extension (Machine)",,"",1,"normal",63.5,10,,,
"legs 1","10 Jul 2022, 09:34","10 Jul 2022, 10:24","","Leg Extension (Machine)",,"",2,"normal",63.5,12,,,
"legs 1","10 Jul 2022, 09:34","10 Jul 2022, 10:24","","Leg Extension (Machine)",,"",3,"normal",63.5,9,,,
"legs 1","10 Jul 2022, 09:34","10 Jul 2022, 10:24","","Leg Extension (Machine)",,"",4,"dropset",45.36,7,,,
"legs 1","10 Jul 2022, 09:34","10 Jul 2022, 10:24","","Leg Extension (Machine)",,"",5,"dropset",27.22,8,,,
"legs 1","10 Jul 2022, 09:34","10 Jul 2022, 10:24","","Leg Extension (Machine)",,"",6,"dropset",18.14,11,,,
"legs 1","10 Jul 2022, 09:34","10 Jul 2022, 10:24","","Standing Leg Curls",,"",0,"normal",13.61,12,,,
"legs 1","10 Jul 2022, 09:34","10 Jul 2022, 10:24","","Standing Leg Curls",,"",1,"normal",13.61,12,,,
"legs 1","10 Jul 2022, 09:34","10 Jul 2022, 10:24","","Standing Leg Curls",,"",2,"normal",13.61,12,,,
"legs 1","10 Jul 2022, 09:34","10 Jul 2022, 10:24","","Standing Leg Curls",,"",3,"normal",13.61,10,,,
"legs 1","10 Jul 2022, 09:34","10 Jul 2022, 10:24","","Standing Calf Raise (Machine)",,"",0,"normal",70.31,16,,,
"legs 1","10 Jul 2022, 09:34","10 Jul 2022, 10:24","","Standing Calf Raise (Machine)",,"",1,"normal",77.11,15,,,
"legs 1","10 Jul 2022, 09:34","10 Jul 2022, 10:24","","Standing Calf Raise (Machine)",,"",2,"normal",77.11,14,,,
"pull 1","9 Jul 2022, 11:29","9 Jul 2022, 11:57","","Pull Up (Weighted)",,"",0,"normal",,6,,,
"pull 1","9 Jul 2022, 11:29","9 Jul 2022, 11:57","","Pull Up (Weighted)",,"",1,"normal",,6,,,
"pull 1","9 Jul 2022, 11:29","9 Jul 2022, 11:57","","Pull Up (Weighted)",,"",2,"normal",,6,,,
"pull 1","9 Jul 2022, 11:29","9 Jul 2022, 11:57","","Seated Cable Row - Bar Grip",,"",0,"normal",54.43,10,,,
"pull 1","9 Jul 2022, 11:29","9 Jul 2022, 11:57","","Seated Cable Row - Bar Grip",,"",1,"normal",54.43,11,,,
"pull 1","9 Jul 2022, 11:29","9 Jul 2022, 11:57","","Seated Cable Row - Bar Grip",,"",2,"normal",54.43,10,,,
"pull 1","9 Jul 2022, 11:29","9 Jul 2022, 11:57","","Rope Straight Arm Pulldown",,"",0,"normal",26.08,12,,,
"pull 1","9 Jul 2022, 11:29","9 Jul 2022, 11:57","","Rope Straight Arm Pulldown",,"",1,"normal",26.08,12,,,
"pull 1","9 Jul 2022, 11:29","9 Jul 2022, 11:57","","Rope Straight Arm Pulldown",,"",2,"normal",22.68,12,,,
"pull 1","9 Jul 2022, 11:29","9 Jul 2022, 11:57","","Hammer Curl (Dumbbell)",,"",0,"normal",27.22,12,,,
"pull 1","9 Jul 2022, 11:29","9 Jul 2022, 11:57","","Hammer Curl (Dumbbell)",,"",1,"normal",27.22,11,,,
"pull 1","9 Jul 2022, 11:29","9 Jul 2022, 11:57","","Hammer Curl (Dumbbell)",,"",2,"normal",27.22,9,,,
"pull 1","9 Jul 2022, 11:29","9 Jul 2022, 11:57","","Seated Incline Curl (Dumbbell)",,"",0,"normal",18.14,12,,,
"pull 1","9 Jul 2022, 11:29","9 Jul 2022, 11:57","","Seated Incline Curl (Dumbbell)",,"",1,"normal",18.14,12,,,
"pull 1","9 Jul 2022, 11:29","9 Jul 2022, 11:57","","Seated Incline Curl (Dumbbell)",,"",2,"normal",22.68,8,,,
"push 1","8 Jul 2022, 12:56","8 Jul 2022, 13:43","","Bench Press (Barbell)",,"",0,"normal",70.31,8,,,
"push 1","8 Jul 2022, 12:56","8 Jul 2022, 13:43","","Bench Press (Barbell)",,"",1,"normal",70.31,8,,,
